"","n","gamma","s","ntree","time","MSE"
"247",10000,0.7,13,250,15.0705916404724,231.609027242423
"248",10000,0.7,15,250,15.4815621852875,232.852421941073
"249",10000,0.7,17,250,15.8638815402985,231.338535632662
"250",10000,0.7,19,250,16.1552961826324,233.302788796248
"251",10000,0.7,1,300,14.7188883304596,255.300933939011
"252",10000,0.7,3,300,15.689341211319,241.335491418258
"253",10000,0.7,5,300,16.2044384002686,239.966419276507
"254",10000,0.7,7,300,16.6580650806427,239.439885086676
"255",10000,0.7,9,300,17.1978651046753,234.258678143583
"256",10000,0.7,11,300,17.6731877803802,233.992014425871
"257",10000,0.7,13,300,18.1509506225586,232.255590798379
"258",10000,0.7,15,300,18.580716753006,231.770492787879
"259",10000,0.7,17,300,19.0746013641357,231.63791978695
"260",10000,0.7,19,300,19.5598796844482,233.009200553398
"261",10000,0.7,1,350,17.1084963798523,267.348111226024
"262",10000,0.7,3,350,18.3209767341614,240.356131550534
"263",10000,0.7,5,350,18.9569045066834,238.747425301597
"264",10000,0.7,7,350,19.525254201889,238.73327638663
"265",10000,0.7,9,350,20.0059883594513,234.752759892969
"266",10000,0.7,11,350,20.5374240398407,234.694859368539
"267",10000,0.7,13,350,21.0351121425629,232.909248265191
"268",10000,0.7,15,350,21.7253717422485,233.906277014884
"269",10000,0.7,17,350,22.1695757389069,231.938284381928
"270",10000,0.7,19,350,22.6303321361542,233.043303520022
"271",10000,0.7,1,400,19.5395108699799,272.772496240634
"272",10000,0.7,3,400,20.9566067218781,241.224984345713
"273",10000,0.7,5,400,21.6880992412567,238.884215900385
"274",10000,0.7,7,400,22.2804228305817,239.026925656606
"275",10000,0.7,9,400,22.9872241973877,234.582894085029
"276",10000,0.7,11,400,23.5885229587555,235.272014561223
"277",10000,0.7,13,400,24.2434891700745,232.081805099757
"278",10000,0.7,15,400,24.8875162601471,234.259731658208
"279",10000,0.7,17,400,25.8410296916962,232.689339343442
"280",10000,0.7,19,400,26.5122185707092,232.929740906414
"281",10000,0.7,1,450,22.0184954643249,259.64681275575
"282",10000,0.7,3,450,23.7506265640259,240.503877819209
"283",10000,0.7,5,450,24.6216279983521,238.862011257457
"284",10000,0.7,7,450,25.4161801338196,238.620680994666
"285",10000,0.7,9,450,26.2221340179443,234.246254096281
"286",10000,0.7,11,450,27.1073826789856,234.690581522581
"287",10000,0.7,13,450,27.776716709137,231.9106446648
"288",10000,0.7,15,450,28.3457624912262,233.167065655991
"289",10000,0.7,17,450,29.1373021125793,232.494791881081
"290",10000,0.7,19,450,29.8934707641602,233.290822994779
"291",10000,0.7,1,500,24.4092035293579,263.075188661726
"292",10000,0.7,3,500,26.3395554065704,241.970351391915
"293",10000,0.7,5,500,27.3247375011444,239.12099167438
"294",10000,0.7,7,500,28.2139367580414,238.324424209879
"295",10000,0.7,9,500,29.1539416313171,235.085578086831
"296",10000,0.7,11,500,30.0310198307037,235.196204632298
"297",10000,0.7,13,500,30.9983620166779,232.173785785223
"298",10000,0.7,15,500,31.8909044265747,233.313604606162
"299",10000,0.7,17,500,32.8424233436584,232.043852766123
"300",10000,0.7,19,500,33.9801003456116,233.162027087736
